User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text,Sentiment,Kategori_Operasional,Urgency_Level
Zahwa Karlina,Ya,34,3,8 tahun lalu,Tidak,"Banyak aneka makanan enak2, dan sambelnya juga enak. Lokasi juga berada di tengah kota, nilai plusnya warung ini buka 24jam. Sayang harganya memang agak mahal hehehe, klo mau kesini biasanya pas awal2 abis gajian aja hahah",Positif,"Produk/Makanan, Harga",Rendah
MICHAEL JANITRA,Ya,430,2,2 tahun lalu,Tidak,Layanan penjual di bagian sisi dekat pusat belanja modern sangat tidak ramah dan tidak sopan. Pelanggan yang bertanya dulu dianggap mengganggu dan dengan kata yang kasar seolah mengusir pelanggan. Cukup sekali ini saja menikmati hidangan di sini. Rasa tidak ada yang spesial sehingga ingin kembali,Negatif,"Pelayanan/Staf, Produk/Makanan",Sedang
Ekky Priyambodo,Ya,62,1,4 tahun lalu,Tidak,Mahal es jeruk 1 gelas 18 rb. akhirnya beli es jeruk aja. Cuma bawa duit 20 rb 2 ribunya buat parkir.,Negatif,"Harga, Fasilitas/Parkir",Rendah
Anny Lathifah,Bukan,3,1,2 tahun lalu,Tidak,"Harga ndak masuk akal, mahal sekali,,, Ndak bs bayangkn, kalo setiap hari ada pembeli yg kecewa & terlontar kalimat² buruk utk penjual,,, …",Negatif,Harga,Sedang
Omy Wijaya,Ya,39,2,Diedit 5 tahun lalu,Tidak,"Makanannya oke enak. Tapi yaa jika harga semakin mahal, pelayanan dan fasilitas HARUSNYA makin bagus juga. Saya melihat air di kamar mandi, air cuci tangan dari keran maupun dari bak tidak jernih dan bersih. Saya kecewa, air itu segala2nya …",Negatif,"Produk/Makanan, Fasilitas/Parkir",Sedang
Muhammad Irwandi,Ya,173,1,setahun lalu,Tidak,"Makan disini kudu lihat menu, tanya harga... Pantesan banyak yg komen miring dan bintang 1.....",Negatif,Harga,Rendah
Wahyu Ardani,Ya,387,1,8 tahun lalu,Tidak,"Untuk tempat yg d pinggir jalan, warung ini asli muahal bgt,, ngalah2i resto.. Es jeruk aja 16 rb, kl tmpt ok sih gpp y kita bayar tmptnya jg utk nongkrong, lha ini tmpt juga krg brsih, kl menyajikan minuman jg krg sopan, g pake baki atau …",Negatif,"Harga, Suasana/Tempat",Sedang
BigCoco Pharmacist (Oscar),Ya,21,3,7 tahun lalu,Tidak,Saya rasa biasa aja krn tidak ada yg spesial dan bahkan ikan yg mau kita beli sdh di goreng spt setengah matang dan di pajang di atas meja yg notabene langsung berhadapan dg jalan raya.. kalau saya pribadi kurang suka krn jg bs jadi ada bakteri atau debu yg nempel di makanan tsb.,Negatif,Produk/Makanan,Sedang
Julius Caesar,Ya,54,1,7 tahun lalu,Tidak,Kelebihan : - Harga ngak masuk akal karena mahal gilaa - Tidak ada buku menu dan patokan harga yg jelas …,Negatif,Harga,Rendah
Ny. Deesy,Ya,59,1,6 tahun lalu,Tidak,"Mehoongg syekalee sih ini.. masa makan berdua, ikan gurame 1, nasi 2, tahu tempe, es teh 2 ajaa hmpir 200rb😅😅 gilaa... apa krna banyak foto artis nyaa jd harganya selangit???! …",Negatif,"Harga, Produk/Makanan",Sedang
lutfil Hakim,Ya,375,3,6 tahun lalu,Tidak,"Yah disini terkenal dengan mahalnya harga makanannya, g tahu apa yg buat mahal.so...seperti kata temen saya:bertanyalah sebelum membeli.jangan malu kalo nantinya bisa buat untung",Negatif,Harga,Rendah
Dawin Sienda,Ya,31,4,7 tahun lalu,Tidak,"Sangat membantu bagi yang kelaparan tengah malam dan cari tempat makan yang jual dengan lauk yang macam2 ( Penyetan ), karena buka 24 jam. Pelayanan cepat, untuk rasa standard pada umum nya menu penyetan. Denger2 banyak artis yang makan disini, banyak foto2 artis yang di tempel. Keep up the good works!",Positif,"Pelayanan/Staf, Produk/Makanan",Rendah
Diah Kusuma,Bukan,11,1,7 tahun lalu,Tidak,"Mahaall.....rasa biasa aja daging ayam dan bebek kayak sandal jepit, keras,harga luar biasa bikin kaget gak..mending penyetan pinggir jalan gak nguras kantong,teh nya bening kayak aer gula 👎👎👎 …",Negatif,"Harga, Produk/Makanan",Sedang
ihsan mcfadden2,Ya,10,1,setahun lalu,Tidak,"Makan ikan kakap harga 130rb, tp sisik ikan nya gak bersih, gak nyaman di mulut",Negatif,Produk/Makanan,Sedang
Akhmad Faisol,Ya,21,1,5 tahun lalu,Ya,"Harganya SANGAT MAHAL., sangat tidak wajar ,saya tidak akan kembali kesini lagi..!!!!!!",Negatif,Harga,Sedang
Dyah Putri,Ya,82,1,7 tahun lalu,Tidak,"Harga MAHAL, gak sebanding sama rasanya, banyak yang kejebak karna gak ada tulisan harganya. Mending gak usah kesini cari tempat makan lain aja yang lebih enak dan murah dari pada menyesal",Negatif,"Harga, Produk/Makanan",Sedang
TN. TFX,Ya,28,5,7 tahun lalu,Ya,Sambal ektra pedas padin,Positif,Produk/Makanan,Rendah
Julycious86,Ya,172,5,Diedit 2 tahun lalu,Tidak,Salah satu tempat makan yg hits di Surabaya Artis² Indonesia sudah banyak yg mampir kesini menu bebeknya bisa di goreng sm dibakar selalu mampir dech klo lg melintas di sini,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
raditya aryadi,Ya,260,5,Diedit 8 tahun lalu,Tidak,"Banyak pilihan lauk, ada bebek, ayam, usus, ati ampela, tahu tempe, dll. Urutan untuk makan di sini sbb: datang > ambil piring > pilih lauk > kasir > bayar > lauk digoreng > cuci tangan > makan > kenyang. :-) …",Positif,"Produk/Makanan, Pelayanan/Staf",Rendah
yuwan Yucanidia,Ya,88,4,8 tahun lalu,Tidak,"Mahal, tapi sambelnya mantebb banget. Jadi walaupun mahal sebulan sekali saya ke sana karena kangen sambelnya.. 😊 Bagi yang suka pedas wajib coba. Jangan luoa sertakan kata kunci ""pedas"" pas di kasir. …",Positif,"Produk/Makanan, Harga",Rendah
Irna Susanti,Bukan,2,1,7 tahun lalu,Tidak,ikan dorang yg kita pesan basi sudah kasih tau ke kasir malah yg punya ngomel ktnya gak ad yg complain sm customer yg lain pdhl ikan nya sudah gk fres dan akhirnya suami pemilik nya mengganti dgn yg baru dan mengakui bahwa itu ikan tadi …,Negatif,"Produk/Makanan, Pelayanan/Staf",Tinggi
Wahyu Vin,Ya,20,4,7 tahun lalu,Tidak,Warung hits..banyak artis yang berdatangan kesini..karyawannya ramah²..untuk harga makanan mungkin dikhususkan untuk orang menengah keatas..rasa makanan worth it lah sama harganya...sambelnya sangat enak...kritik dan saran yaitu tempatnya …,Positif,"Produk/Makanan, Pelayanan/Staf",Rendah
Ryan Dhika,Ya,78,5,7 tahun lalu,Tidak,"Padin ikan goreng - bakar terletak di pusat kota surabaya tepat nya di jalan blauran banyak menu ikan di sana dan ada juga menu lain nya ati ampela,ayam goreng,bebek goreng dsb ada juga aneka lalapan terong,daun singkong,pete dll …",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
EN Sofyanita,Bukan,7,1,2 tahun lalu,Tidak,"Aseli mahal banget makan mana rasanya B aja. Enggak lagi2 deh. Dan untuk kebersihan, tempatnya kotor. Banyak lalat.",Negatif,"Produk/Makanan, Harga",Sedang
Wu Anthony,Ya,1091,5,7 tahun lalu,Tidak,"Harga standard keatas, Makanan seafood yang enak dgn porsi jumbo, Tempat strategis, …",Positif,"Produk/Makanan, Harga",Rendah
Risnadinar Cika,Ya,83,3,Diedit 8 tahun lalu,Tidak,"Sambelnya enak, jarang di Surabaya nemuin sambel jeruk. Harganya cenderung agak mahal, jadi hati-hati kalau mau pilih menu karena diawal tidak ada harga resmi tercantum.",Netral,"Produk/Makanan, Harga",Rendah
Dita rustanti,Ya,349,4,7 tahun lalu,Tidak,Sukaa banget ama sambalnya disini. Tapi harga lalapannya mahal2. Hehehe.. tapi tetep aja kadang2 kesini klo kangen sambel. Mantap bener sambalnya. Plusnya dia buka 24 jam.,Positif,"Produk/Makanan, Harga",Rendah
Aulia,Ya,718,4,8 tahun lalu,Tidak,"Lokasinya gampang dicari, karena tulisan tempatnya memang gede banget dan emang udah ngetop sih Tapi menurut saya agak mahal …",Netral,"Harga, Suasana/Tempat",Rendah
DIDIK MUHAMMAD,Ya,292,3,7 tahun lalu,Tidak,Begitu datang lnsg di kasih piring di suruh milih ikannya kakap dorang krapi gurami dll mau di goreng apa yg di bakar cukup terkenal sih di dindinnya ada beberapa foto artis dan pejabat untuk hrg kayaknya kurang pas sama tampilan klo menurut saya hrg nya sekelas resto yg milih ikannya di aquarium...bgt ok silahkan mencoba,Netral,"Produk/Makanan, Harga",Rendah
Indra I. Rakatiraina,Bukan,3,1,setahun lalu,Tidak,Masih gak habis pikir SATE PARU 48 REBU. Kalo setengah kilo gapp sih harga segitu,Negatif,"Produk/Makanan, Harga",Sedang
Erwin Eriyanto,Bukan,2,1,2 tahun lalu,Tidak,Harga mahal untuk kelas lalapan. Sudah lama tidak makan disini. Kaget banget waktu disodori notanya untuk makan ber 3.,Negatif,"Harga, Produk/Makanan",Sedang
Google Sharelocation,Ya,7,3,5 tahun lalu,Tidak,"Review jujur, rasa lumayan, nasi banyak, termasuk mahal jika dibandingkan dg yang lain, pas beli ada pengalaman mengecewakan, tidak dikasih nota printout padahal itu ada, malah dikasih yg nota tulisan tangan tanpa stempel, padahal itu akan diklaim di kantor, akhirnya tidak bisa klaim. 😑😔 …",Negatif,"Produk/Makanan, Harga",Sedang
Indah Kusuma,Bukan,10,2,5 tahun lalu,Tidak,"Terlalu mahal buat depot sebiasa gitu, padahal ya biasa aja rasanya. Kamar mandi/wastafel nya kotor. Nasi nya tidak punel. Kalau untuk sambelnya sih oke.",Negatif,"Harga, Suasana/Tempat",Sedang
Vallen Ria,Bukan,1,1,4 tahun lalu,Tidak,Sangat tidak masuk akal harga ikan bandeng nyah satu ekor 110rb gila! Gak lagi deh makan dsitu harga di bikin ga masuk akal,Negatif,Harga,Sedang
Its Yulianti,Bukan,3,1,7 tahun lalu,Tidak,3 es teh 27.000 2 potong bebek 63.000 2 porsi nasi 14.000 …,Netral,Harga,Rendah
Piter Harianto,Bukan,3,1,10 bulan lalu,Tidak,Hati2 mahal banget..gk masuk akal harganya,Negatif,Harga,Sedang
Margo Utoyo,Ya,572,3,6 tahun lalu,Tidak,"Lumayan banyak pilihannya disini, namun bagi yang belum pernah kesini perlu menanyakan harga dulu karena jika Anda bandingkan dengan Ikan Penyetan lainnya mungkin saja disini lebih mahal dan sambelnya minta sesuai kebutuhan saja, sebab disini sambelnya disini bayar sendiri.",Netral,"Harga, Produk/Makanan",Rendah
Iid Mufidah,Ya,110,4,8 tahun lalu,Tidak,"Sambalnya mantap tdk ada duanya, porsi nya besar, but harganya cukup menguras kantong. Mejanya tolong di perhatikan agak sedikit kotor .",Netral,"Produk/Makanan, Harga",Sedang
Ayu Setyaningrum,Ya,56,1,6 tahun lalu,Tidak,"MAHAL! Tempat kotor, makanan ga ada rasanya. Yg menang cuma sambel, minum, sama buka 24 jam. Agak bingung jg kok bs rame n org bilang ini enak👎 …",Negatif,"Harga, Suasana/Tempat",Sedang
Dian Kusuma,Ya,37,4,8 tahun lalu,Tidak,"Pilihan lauknya byk banget. Cuma kalo siang, menunya g selengkap kalo malam. Sambelnya mantabb. Sebanding ama harganya y. Cuma lokasi parkir mobil agak susah, dapetnya agak jauhan.",Positif,"Produk/Makanan, Fasilitas/Parkir",Rendah
Putri Ayu S. Sos,Ya,292,3,2 tahun lalu,Tidak,"Yg enak sambelnya aja. Lainnya standar. Kmrn makan ikan, ikannya agak, maaf bau, kurang segar. Goreng ayamnya terlalu kering, keras.",Negatif,Produk/Makanan,Sedang
parkercasio,Bukan,12,3,7 tahun lalu,Tidak,Kalo mencari makan tengah malam yg buka 24 jam disini recommended.. tapi kudu siapin budget besar ya.. agak mahal untuk ukuran penyetan :) tp overall enak kok,Positif,"Harga, Produk/Makanan",Rendah
johan haga,Bukan,3,1,8 tahun lalu,Tidak,Warung kali lima Rasa kaki lima Harga bintang lima .. …,Negatif,"Harga, Produk/Makanan",Sedang
Febry Anto,Ya,569,4,9 tahun lalu,Tidak,"Pilihan penyetnya banyak, mulai dari ikan sampai ayam. Untuk harga sekali makan dengan menu nasi, tahu, tempe, pecel ayam, dan teh sekitar Rp.35.000.",Positif,"Produk/Makanan, Harga",Rendah
Sultan Ozay,Ya,117,1,4 tahun lalu,Tidak,MAHAL untuk sekelas saya... 3 ayam 2 lele es teh 5 nasi 6 sdh 300rb an... Rasanya kyk penyetan pada umumnya...,Negatif,"Harga, Produk/Makanan",Sedang
Nugy Febriyan,Bukan,4,1,4 tahun lalu,Tidak,"makanannya rasanya b aja didisplay di pinggir jalan, tempatnya juga b aja, harganya mahal bgt pokonya ga worth it, enakan penyetan mba wati dan penyetan bang ali 👍🏼 …",Negatif,"Harga, Produk/Makanan",Sedang
JTL LTJ,Ya,17,4,Diedit 8 tahun lalu,Ya,"Bumbu kuningnya ga seenak dulu, agak menurun, dan harganya terasa sedikit kemahalan buat ukuran warung Tp overall good, utk warung yg sdh punya nama 7/10 lah",Netral,"Produk/Makanan, Harga",Rendah
khozin emerald,Ya,172,2,5 tahun lalu,Tidak,"Sangat disayangkan....warung yg sdh punya nama dg pajangan kunjungan banyak artis, harga medium, tp ikan yg disajikan kurang segar... jadi sangat mengurangi rasa...mengecewakan sekali...",Negatif,Produk/Makanan,Sedang
Ayu Priskila,Bukan,10,2,6 tahun lalu,Tidak,Rasa.a B aja . tempat tidak nyaman . Harga sangat MAHAL tidak sesuai dengan kualitas rasa dan pelayanan.a Peyetan sperti ini kok bisa mahal banget . Jujur lebih enak penyetan pinggir jalan malahan,Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
Julia Ratna,Ya,70,5,8 tahun lalu,Tidak,Sambelnya juara banget pedesnya. Tiap kali temen yang datang ke Surabaya selalu minta diantar ke sini. Meskipun dari sisi harga untuk makanan penyetan mahal sih tapi sepadan lah.,Positif,"Produk/Makanan, Harga",Rendah
chayara beauty life,Bukan,2,5,5 tahun lalu,Tidak,"Salon terlengkap, nyaman, terapist banyak satu2nya di Bangkalan yg paling besar semua Treatment dari ujung rambut sampai kaki ada disini semua",Positif,"Pelayanan/Staf, Suasana/Tempat",Rendah
Andre Aset,Ya,148,5,setahun lalu,Tidak,"24 jam buka nyak ,penyetan banyak ada babat,udang,ikan,ayam dll,ruangan terbuka.sambel mantap",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Habi Kalbok,Bukan,3,2,2 bulan lalu,Tidak,Harga gak masuk akal,Negatif,Harga,Sedang
Andi Wirawan,Ya,60,4,3 tahun lalu,Tidak,"disini sayang banget ga nyobain ikannya, malah makan ayam. tapi dari segi rasa enak, dan sambelnya meskipun levelnya sedang, tetep aja pedes banget",Positif,Produk/Makanan,Rendah
ainur sdrj,Ya,641,4,7 tahun lalu,Ya,Ikan bakarnya dan sambalnya top markotop,Positif,Produk/Makanan,Rendah
Nurdi Hamsyah,Ya,408,1,5 tahun lalu,Tidak,"Namanya org jualan sih ya cari untung, cm jgn terlalu mencekik bgtu kasih harga. Sesuaikan makanan yg dijual dgn hrga yg pantas, kalau sperti ini gak bakalan ada yg mau balik lg.",Negatif,Harga,Sedang
MACRA,Ya,68,1,4 tahun lalu,Tidak,"Tmpt kotor, harga mahal n tdk enak makanannya, tdk ada rincian harga di kwitansi n tdk diberi kwitansi pd saat slese mkn shg kita berpikir asal aja ksih harga",Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
Ahmad Sundulangit,Ya,12,1,7 tahun lalu,Tidak,"Mending makan di Solaria atau di MCD. Harganya gilaa Nasi+bebek+es jeruk (2 porsi) harga 124ribu Ga masuk akal, not recomended",Negatif,"Produk/Makanan, Harga",Sedang
Stephan Mario Untu,Ya,268,3,Diedit 7 tahun lalu,Tidak,"Banyak pilihan makanan, minumannya porsi raksasa alias besar cocok yang kelaparan dan kehausan berat harga ya lumayan di atas rata-rata alias agak mahal. Catatan tambahan untuk toilet kurang bersih.",Netral,"Produk/Makanan, Harga",Rendah
JEMJOSMAN,Bukan,3,5,7 tahun lalu,Tidak,"Krn Rmh Makan ini bukannya 24 jam di pusat Kota Surabaya shg sgt membantu bg siapa sj yg mencari makan di tengah malam di saat kebanyakan Rmh Makan sdh pada tutup juga menunya bervariasi, byk pilihan dan lezat tentunya.",Positif,Produk/Makanan,Rendah
Abdus Shomat,Ya,24,1,4 tahun lalu,Tidak,Meskipun mahal kalau pelayan bagus gpp lah Ini sudah mahal pelayanan buruk bangett karyawan gak sopan gak ramah poll kecewaa bangett cukup sekali saja kesana,Negatif,"Pelayanan/Staf, Harga",Sedang
Janto Anggoro,Ya,155,1,7 tahun lalu,Tidak,"Hanya utk yg kelaperan malam atau subuh, ikan goreng lumayan mahal (24 jam bayar karyawan 😄), lihat minyak gorengnya yg menghitam jadi ingat kolesterol 😋 …",Netral,"Produk/Makanan, Harga",Rendah
Dwi Andayani,Ya,26,2,3 tahun lalu,Tidak,Harga nya mehong. Ikan bawal bakar 155rb Es jeruk 24rb..mending makan di all you can eat aja,Negatif,"Produk/Makanan, Harga",Sedang
eva yulfida,Ya,79,2,7 tahun lalu,Tidak,Biasa ajaa.. Cuma buka 24 jam. Harga ny MAHAL banget!!! Dan ga akan pernah balik lagi utk makan dsini. Krn harga dan rasa gak sesuai ekspektasi.,Negatif,"Produk/Makanan, Harga",Sedang
Deddy Krismanto,Ya,858,3,setahun lalu,Tidak,Lumayan mahal menu nya.. lumayan shock jg pas bayar..,Negatif,Harga,Rendah
Ary Retmono,Ya,158,4,setahun lalu,Tidak,Warung makan aneka ikan bakar yg menjual juga ayam. Lengkap dengan lalapannya. Lumayan rasanya.,Positif,Produk/Makanan,Rendah
Ratu Selfi,Ya,16,5,7 tahun lalu,Tidak,"Maknyus, sambel nya seger ada wangi jeruk nya yg d ulek dadakan... Bikin nambah meningkatkan kenikmatan.. Bebek nya jg empuk... Auto nambahin hehhehe",Positif,Produk/Makanan,Rendah
Angga Catur Setiawan,Ya,94,5,9 tahun lalu,Tidak,"Buset pertama kali ke sini, cobain sambel pedes, pedes nya mampus guys saya sampai g bisa makan. wkwkwkwkw.. makan sih cuma minum es teh jumbo habis duluan hahahaha... tapi enak kok ke sini aja coba",Positif,Produk/Makanan,Rendah
Milky Way,Ya,233,2,5 tahun lalu,Tidak,"Ikannya kurang fresh, rasa ikan bakarnya plain, bumbunys kayaknya cuma kecap doank yg bikin jd gosong2 wkt dibakar dan ngga berasa apa2, harganya OMG",Negatif,"Produk/Makanan, Harga",Sedang
Dendy Irnanda,Bukan,8,1,3 tahun lalu,Tidak,"Jangan makan kalau bawa uang dikit. Overprice ikan Bebek charge sendiri , nasi porsi dikit di charge 8rb, es teh 10rb 😫😫 …",Negatif,"Produk/Makanan, Harga",Sedang
Dewi Saraswati,Ya,255,4,8 tahun lalu,Tidak,Tema rumah makan ini membuat senang untk makan. Model prasmanan sehingga malah kalap mata hahaha..hanya harganya memang lumayan juga...tp masih aja ramai,Positif,"Suasana/Tempat, Harga",Rendah
Komang Risma Devi Kartika,Ya,282,4,Diedit 7 tahun lalu,Tidak,"Pedes banget!!!! buat yang suka makan pedes harus coba, ada ikan laut dan rawar, ayam dan bebek, ada juga tambahan tempe tahu dengan sayur singkongnya, sambalnya ada tomat, orek dan mangga, semuanya ada levelnya dan bener-bener bikin nagih",Positif,Produk/Makanan,Rendah
Euis Nuruliah,Bukan,2,1,2 tahun lalu,Tidak,"Nggak rekomen makan disini...harganya mihil bingits..rasa B aja, makan ber8 hampir 1 juta",Negatif,"Produk/Makanan, Harga",Sedang
nothing,Ya,107,5,4 tahun lalu,Tidak,Sambelnya juwaraa pedesnya nampol sampe gak sempet fotoin karena masakannya super enak dan sambel koreknya bestseller dan bikin gagal diet karena porsi nasinya banyak banget,Positif,Produk/Makanan,Rendah
Rieka Feliz,Bukan,10,1,2 tahun lalu,Tidak,"Harga kalkulator rusakk, pol mahal padahal dipinggir jalan. Tidak ada daftar harganya. Mending cari yang lain yg harganya wajar",Negatif,Harga,Sedang
Pummsky Official,Bukan,5,1,setahun lalu,Tidak,"TAU BABAT KAN ?? IYAA BABAT SAPI 1 TUSUK ISI PALING 5 POTONG , IYA BENER BABAT SAPI BUKAN DAGING SAPI WAGYU A5 KOK BISA YA HARGA BABAT SAPI 1 TUSUK ISI 5 POTONG 48.000 …",Negatif,"Produk/Makanan, Harga",Sedang
Tofan Suriadi,Bukan,11,5,5 tahun lalu,Tidak,"Ramah, untuk ojek online parkirnya dibayarkan resto, saya lihat cara melayani pembeli sangat baik ramah murah senyum, makanya restonya ramai, semoga tambah rame dan terus berkembang...",Positif,"Pelayanan/Staf, Fasilitas/Parkir",Rendah
may a,Bukan,12,1,4 tahun lalu,Tidak,"Menurut saya, harga Yang dipatok terlalu mahal. Rasanya biasa saja. Pelayannya tidak ramah Wastafel kotor",Negatif,"Harga, Pelayanan/Staf",Sedang
Richa Dwi Saputri,Ya,223,4,5 tahun lalu,Tidak,Banyak jenis ikan dan pilihan sambalnya. Harga a bit pricey. Buka 24jam. Berasa museum foto artis disana 🤣😅 …,Netral,"Produk/Makanan, Harga",Rendah
Kai Bee,Ya,165,5,9 tahun lalu,Tidak,"Nama yang benar adalah ""PADIN"" yang terkenal gegara sambelnya yg hot.. Ayam bebek ikan dan makanan lain ada disini sambalnya mantab.. Yg istimewa lagi buka 24 jam bro..",Positif,Produk/Makanan,Rendah
Febryan Alfonsius Go,Bukan,7,3,7 tahun lalu,Tidak,"Tempatnya biasa tapi harganya luar biasa mahal untuk harga penyetan,tapi bagi kalian berkantonh tebal its ok lah kalo mau makan disitu,sambelnya lumayan enak.",Netral,"Suasana/Tempat, Harga",Rendah
Irma Nurlatifah,Ya,45,3,8 tahun lalu,Tidak,"Mohon bijak dalam memilih menu makanan di sini karena harga cukup mahal namun porsi agak lebih banyak. Untuk rasa lumayan enak, ukuran ayam cukup besar dan empuk, sambal enak.",Positif,"Produk/Makanan, Harga",Rendah
Dadang Saputradireja,Ya,13,1,7 tahun lalu,Tidak,"Harga nya tidak sesuai rasa nya. Baru tau kenapa mereka tidak cantumkan harga di menu. Ga banget lah pokoknya, masih banyak yang lebih enak dan jujur tentunya.",Negatif,"Harga, Produk/Makanan",Sedang
Anggun Febrianti,Ya,38,5,5 tahun lalu,Ya,"Mantuull pedesspooll, sambel nya variasi ada korek,pencit, tomat",Positif,Produk/Makanan,Rendah
ymasi sbastian,Ya,102,5,Diedit 7 tahun lalu,Ya,Tempat makanya para artis kuliner recomen,Positif,Suasana/Tempat,Rendah
kuwaci channel,Bukan,4,1,7 bulan lalu,Tidak,"Kena jebakan batman, bener bener mahal....kapok",Negatif,Harga,Sedang
Ridwan Muhammad Rizki,Bukan,4,1,setahun lalu,Ya,"Harga sangat diluar nalar, sangat tidak rekomendasi",Negatif,Harga,Sedang
dina,Ya,46,5,6 tahun lalu,Ya,Wuahh...sambelnya juara..n banyak.pilihan menu lauknya..😘😘 …,Positif,Produk/Makanan,Rendah
Nanda Ayu,Ya,21,2,4 tahun lalu,Tidak,"Gk enak, ikan,bebek sm ayam nya sprti sdh hampir basi, ayam bakarnya jg rasanya gk enak.. ini pengalaman pribadiku jd menurutku tidak recomended utk dijadikan kuliner enak",Negatif,Produk/Makanan,Tinggi
cracketz 1,Bukan,1,1,2 tahun lalu,Tidak,Makan di padin nyesal saya masa makan 2 orang habis 385 RB... nggak bisa di ulang lagi..,Negatif,Harga,Sedang
carolina aprilia,Bukan,4,1,7 bulan lalu,Ya,"Gila sih ini., gak masuk akal harganya",Negatif,Harga,Sedang
Dani Chandra Yudho Pranoto,Ya,26,3,3 tahun lalu,Tidak,"Masakan enak, sambal enak, pelayanan ramah dan cepat. Tapi tolong pertimbangkan lagi harganya, mahal banget. 😵💫 …",Netral,"Produk/Makanan, Harga",Rendah
sigit varendra,Ya,39,3,4 tahun lalu,Tidak,"Tempat, bagus, makanan biasa aja, pelayanan bagus, staff ny ramah2, cuman kalo mau nanya menu tanya kasir dan rasa ikan bakar guraminya biasa aja",Netral,"Produk/Makanan, Pelayanan/Staf",Rendah
Nanda Salsabila,Bukan,1,1,3 tahun lalu,Tidak,Sunduk paru 2 sama sunduk babat 1 makan berdua habisnya hampir 200k hati2 kalau makan di sini sebaiknya tanya harga dulu,Negatif,Harga,Sedang
DK 26Q,Ya,79,4,8 tahun lalu,Tidak,"Sambalnya bisa request, pedes, dan pedes buanget. Lalu pedes nya jga gk lebai. Gk ad rasa mericanya. Jd emank bener2 bumbunya yg berperan, pokoknnya.... Mak srendep...",Positif,Produk/Makanan,Rendah
Wang Ji Guo,Ya,21,5,setahun lalu,Tidak,"Buka 24jam, makanan rasanya cukup oke meskipun soal harga cukup lumayan kerasa",Netral,"Produk/Makanan, Harga",Rendah
Novita Amaliya,Ya,95,1,3 tahun lalu,Tidak,1 gurami bakar. 2 nasi. 2 petai. Tahu tempe 2 es teh 2. Sambel 2. Total 160. .. Harga kemahalan. Rasa gurami masi berasa tanah. G gurih. Sekali aja ksni. G akan ksni lg.,Negatif,"Produk/Makanan, Harga",Sedang
E.Ndulll,Ya,101,2,7 tahun lalu,Ya,Mahall....sambelnya B aja si. Ati2 ma porsi nasi nya bwt cewe2. Klo makan dikit mnt separo aj. Ayam'nya alot klo d goreng.. Mending ikannya si yg bakar oke lah,Negatif,"Produk/Makanan, Harga",Sedang
Mr. POO CIAYO,Ya,111,4,7 tahun lalu,Tidak,"Istimewanya karena warung ini buka 24 jam dan tersedia anake menu ikan bakar ,ayam, bebek dll..tapi yg terpenting adalah olahan sambalnya yg mantab..BRAVO PADIN IKAN GORENG..",Positif,Produk/Makanan,Rendah
Cakra Dahana,Ya,372,3,8 tahun lalu,Tidak,Yg suka selera pedes.. Inilah tempat nya... Mengikuti keinginan pembeli utk level pedenya.. Lokasi strategis tak jauh dri LONTONG BALAP GARUDA KULINER TOP SBY. ADA D Surabaya pusat ta jauh juga dri mall BG JUNCTION. utk hrga.... Ya gtu dech.. He. He. He,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
astri putri,Ya,77,4,6 tahun lalu,Tidak,"Secara harga agak mahal untuk makanannya, tapi worth it untuk rasanya, sambelnya pedes mantep enak banget . Dan porsi nasinya cukup banyak 😂 …",Positif,"Produk/Makanan, Harga",Rendah
Kumala P,Ya,13,3,Diedit 6 tahun lalu,Tidak,"Skrg rasanya biasa aja, tempat nya kurang bersih ada lalatnya terbang"" kalau bawa bayi agak ngeri ya. Harganya gak worth it sih menurut ku",Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
Yulie purnama Sari,Bukan,9,5,5 tahun lalu,Tidak,"Biarpun tempatnya gk sebagus resto mewah tp makanan dsni d jamin enak,,,harganya emg lumayan mahal, tp sebanding dg rasanya 😍😍 …",Positif,"Produk/Makanan, Harga",Rendah
Annisa Amalia,Bukan,6,1,4 tahun lalu,Tidak,"kalo kesini siap siap aja kaget sama harganya, babat 40k an keknya cuma disini doang wkwk, dan semua lauknya rata rata 40k keatas bahkan ada yang 100k",Negatif,Harga,Sedang
Hasanudin Hamid,Ya,43,5,4 tahun lalu,Tidak,Kalo di sini sih enak banget. Apalagi ditambah pete wakwakwaw.....suegerr.... Tapi kalo bisa sih harganya turun dikit biar kita2 yg BPJS gak kelelahan....hhehehe,Positif,"Produk/Makanan, Harga",Rendah
Nadhif Nrc,Bukan,4,1,4 tahun lalu,Tidak,Mahal banget jangan beli disini kalau ngga bawa uang lebih. .rasanya juga ga begitu enak mending KFC atau angkringan,Negatif,"Produk/Makanan, Harga",Sedang
Mr icank,Ya,302,3,2 tahun lalu,Tidak,Makanan OK - Harga Diatas rata2 atau MAHAL. dah itu aja.. ber 4 habis 400an. 😂 …,Netral,"Produk/Makanan, Harga",Rendah
