User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text
"Abdus Shomat","Ya","24","1","4 tahun lalu","Tidak","Meskipun mahal kalau pelayan bagus gpp lah Ini sudah mahal pelayanan buruk bangett karyawan gak sopan gak ramah polll kecewaa bangettt cukup sekali saja kesana"
"Janto Anggoro","Ya","155","1","7 tahun lalu","Tidak","Hanya utk yg kelaperan malam atau subuh, ikan goreng lumayan mahal (24 jam bayar karyawan 😄), lihat minyak gorengnya yg menghitam jadi ingat kolesterol 😋 …"
"Dwi Andayani","Ya","26","2","3 tahun lalu","Tidak","Harga nya mehong. Ikan bawal bakar 155rb Es jeruk 24rb..mending makan di all you can eat aja"
"eva yulfida","Ya","79","2","7 tahun lalu","Tidak","Biasa ajaa.. Cuma buka 24 jam. Harga ny MAHAL banget!!! Dan ga akan pernah balik lagi utk makan dsini. Krn harga dan rasa gak sesuai ekspektasi."
"Deddy Krismanto","Ya","858","3","setahun lalu","Tidak","Lumayan mahal menu nya.. lumayan shock jg pas bayar.."
"Ary Retmono","Ya","158","4","setahun lalu","Tidak","Warung makan aneka ikan bakar yg menjual juga ayam. Lengkap dengan lalapannya.  Lumayan rasanya."
"Ratu Selfi","Ya","16","5","7 tahun lalu","Tidak","Maknyus, sambel nya seger ada wangi jeruk nya yg d ulek dadakan... Bikin nambah meningkatkan kenikmatan.. Bebek nya jg empuk... Auto nambahin hehhehe"
"Angga Catur Setiawan","Ya","94","5","9 tahun lalu","Tidak","Buset pertama kali ke sini, cobain sambel pedes, pedes nya mampus guys saya sampai g bisa makan. wkwkwkwkw.. makan sih cuma minum es teh jumbo habis duluan hahahaha... tapi enak kok ke sini aja coba"
"Milky Way","Ya","233","2","5 tahun lalu","Tidak","Ikannya kurang fresh, rasa ikan bakarnya plain, bumbunys kayaknya cuma kecap doank yg bikin jd gosong2 wkt dibakar dan ngga berasa apa2, harganya OMG"
"Dendy Irnanda","Bukan","8","1","3 tahun lalu","Tidak","Jangan makan kalau bawa uang dikit. Overprice ikan Bebek charge sendiri , nasi porsi dikit di charge 8rb, es teh 10rb 😫😫 …"
"Dewi Saraswati","Ya","255","4","8 tahun lalu","Tidak","Tema rumah makan ini membuat senang untk makan. Model prasmanan sehingga malah kalap mata hahaha..hanya harganya memang lumayan juga...tp masih aja ramai"
"Komang Risma Devi Kartika","Ya","282","4","Diedit 7 tahun lalu","Tidak","Pedes banget!!!! buat yang suka makan pedes harus coba, ada ikan laut dan rawar, ayam dan bebek, ada juga tambahan tempe tahu dengan sayur singkongnya, sambalnya ada tomat, orek dan mangga, semuanya ada levelnya dan bener-bener bikin nagih"
"Euis Nuruliah","Bukan","2","1","2 tahun lalu","Tidak","Nggak rekomen makan disini...harganya mihil bingits..rasa B aja, makan ber8 hampir 1 juta"
"nothing","Ya","107","5","4 tahun lalu","Tidak","Sambelnya juwaraaaaaa pedesnya nampol sampe gak sempet fotoin karena masakannya super enak dan sambel koreknya bestseller dan bikin gagal diet karena porsi nasinya banyak banget"
"Rieka Feliz","Bukan","10","1","2 tahun lalu","Tidak","Harga kalkulator rusakkk, pol mahal padahal dipinggir jalan. Tidak ada daftar harganya. Mending cari yang lain yg harganya wajar"
"Pummsky Official","Bukan","5","1","setahun lalu","Tidak","TAU BABAT KAN ?? IYAA BABAT SAPI 1 TUSUK ISI PALING 5 POTONG , IYA BENER BABAT SAPI BUKAN DAGING SAPI WAGYU A5 KOK BISA YA HARGA BABAT SAPI 1 TUSUK ISI 5 POTONG 48.000 …"
"Tofan Suriadi","Bukan","11","5","5 tahun lalu","Tidak","Ramah, untuk ojek online parkirnya dibayarkan resto, saya lihat cara melayani pembeli sangat baik ramah murah senyum, makanya restonya ramai, semoga tambah rame dan terus berkembang..."
"may a","Bukan","12","1","4 tahun lalu","Tidak","Menurut saya, harga Yang dipatok terlalu mahal. Rasanya biasa saja. Pelayannya tidak ramah Wastafel kotor"
"Richa Dwi Saputri","Ya","223","4","5 tahun lalu","Tidak","Banyak jenis ikan dan pilihan sambalnya. Harga a bit pricey. Buka 24jam. Berasa museum foto artis disana 🤣😅 …"
"Kai Bee","Ya","165","5","9 tahun lalu","Tidak","Nama yang benar adalah ""PADIN"" yang terkenal gegara sambelnya yg hot.. Ayam bebek ikan dan makanan lain ada disini sambalnya mantab.. Yg istimewa lagi buka 24 jam bro.."
"Febryan Alfonsius Go","Bukan","7","3","7 tahun lalu","Tidak","Tempatnya biasa tapi harganya luar biasa mahal untuk harga penyetan,tapi bagi kalian berkantonh tebal its ok lah kalo mau makan disitu,sambelnya lumayan enak."
"Irma Nurlatifah","Ya","45","3","8 tahun lalu","Tidak","Mohon bijak dalam memilih menu makanan di sini karena harga cukup mahal namun porsi agak lebih banyak. Untuk rasa lumayan enak, ukuran ayam cukup besar dan empuk, sambal enak."
"Dadang Saputradireja","Ya","13","1","7 tahun lalu","Tidak","Harga nya tidak sesuai rasa nya. Baru tau kenapa mereka tidak cantumkan harga di menu. Ga banget lah pokoknya, masih banyak yang lebih enak dan jujur tentunya."
"Anggun Febrianti","Ya","38","5","5 tahun lalu","Ya","Mantuuuulllll pedesssspooll, sambel nya variasi ada korek,pencit, tomat"
"ymasi sbastian","Ya","102","5","Diedit 7 tahun lalu","Ya","Tempat makanya para artis kuliner recomen"
"kuwaci channel","Bukan","4","1","7 bulan lalu","Tidak","Kena jebakan batman, bener bener mahal....kapok"
"Ridwan Muhammad Rizki","Bukan","4","1","setahun lalu","Ya","Harga sangat diluar nalar, sangat tidak rekomendasi"
"dina","Ya","46","5","6 tahun lalu","Ya","Wuahhh...sambelnya juara..n banyak.pilihan menu lauknya..😘😘 …"
"Nanda Ayu","Ya","21","2","4 tahun lalu","Tidak","Gk enak, ikan,bebek sm ayam nya sprti sdh hampir basi, ayam bakarnya jg rasanya gk enak.. ini pengalaman pribadiku jd menurutku tidak recomended utk dijadikan kuliner enak"
"cracketz 1","Bukan","1","1","2 tahun lalu","Tidak","Makan di padin nyesal saya masa makan 2 orang habis 385 RB... nggak bisa di ulang lagi.."
"carolina aprilia","Bukan","4","1","7 bulan lalu","Ya","Gila sih ini., gak masuk akal harganya"
"Dani Chandra Yudho Pranoto","Ya","26","3","3 tahun lalu","Tidak","Masakan enak, sambal enak, pelayanan ramah dan cepat. Tapi tolong pertimbangkan lagi harganya, mahal banget. 😵‍💫 …"
"sigit varendra","Ya","39","3","4 tahun lalu","Tidak","Tempat, bagus, makanan biasa aja, pelayanan bagus, staff ny ramah2, cuman kalo mau nanya menu tanya kasir dan rasa ikan bakar guraminya biasa aja"
"Nanda Salsabila","Bukan","1","1","3 tahun lalu","Tidak","Sunduk paru 2 sama sunduk babat 1 makan berdua habisnya hampir 200k hati2 kalau makan di sini sebaiknya tanya harga dulu"
"DK 26Q","Ya","79","4","8 tahun lalu","Tidak","Sambalnya bisa request, pedes, dan pedes buanget. Lalu pedes nya jga gk lebai. Gk ad rasa mericanya. Jd emank bener2 bumbunya yg berperan, pokoknnya.... Mak srendep..."
"Wang Ji Guo","Ya","21","5","setahun lalu","Tidak","Buka 24jam, makanan rasanya cukup oke meskipun soal harga cukup lumayan kerasa"
"Novita Amaliya","Ya","95","1","3 tahun lalu","Tidak","1 gurami bakar. 2 nasi. 2 petai. Tahu tempe 2 es teh 2. Sambel 2. Total 160. .. Harga kemahalan. Rasa gurami masi berasa tanah. G gurih. Sekali aja ksni. G akan ksni lg."
"E.Ndulll","Ya","101","2","7 tahun lalu","Ya","Mahallll....sambelnya B aja si. Ati2 ma porsi nasi nya bwt cewe2. Klo makan dikit mnt separo aj. Ayam'nya alot klo d goreng.. Mending ikannya si yg bakar oke lah"
"Mr. POO CIAYO","Ya","111","4","7 tahun lalu","Tidak","Istimewanya karena warung ini buka 24 jam dan tersedia anake menu ikan bakar ,ayam, bebek dll..tapi yg terpenting adalah olahan sambalnya yg mantab..BRAVO PADIN IKAN GORENG.."
"Cakra Dahana","Ya","372","3","8 tahun lalu","Tidak","Yg suka selera pedes.. Inilah tempat nya... Mengikuti keinginan pembeli utk level pedenya.. Lokasi strategis tak jauh dri LONTONG BALAP GARUDA KULINER TOP SBY. ADA D Surabaya pusat ta jauh juga dri mall BG JUNCTION. utk hrga.... Ya gtu dech..  He. He.  He"
"astri putri","Ya","77","4","6 tahun lalu","Tidak","Secara harga agak mahal untuk makanannya, tapi worth it untuk rasanya, sambelnya pedes mantep enak banget . Dan porsi nasinya cukup banyak 😂 …"
"Kumala P","Ya","13","3","Diedit 6 tahun lalu","Tidak","Skrg rasanya biasa aja,  tempat nya kurang bersih ada lalatnya terbang"" kalau bawa bayi agak ngeri ya.  Harganya gak worth it sih menurut ku"
"Yulie purnama Sari","Bukan","9","5","5 tahun lalu","Tidak","Biarpun tempatnya gk sebagus resto mewah tp makanan dsni d jamin enak,,,harganya emg lumayan mahal, tp sebanding dg rasanya 😍😍 …"
"Annisa Amalia","Bukan","6","1","4 tahun lalu","Tidak","kalo kesini siap siap aja kaget sama harganya, babat 40k an keknya cuma disini doang wkwk, dan semua lauknya rata rata 40k keatas bahkan ada yang 100k"
"Hasanudin Hamid","Ya","43","5","4 tahun lalu","Tidak","Kalo di sini sih enak banget. Apalagi ditambah pete wakwakwaw.....suegerrr.... Tapi kalo bisa sih harganya turun dikit biar kita2 yg BPJS gak kelelahan....hhehehe"
"Nadhif Nrc","Bukan","4","1","4 tahun lalu","Tidak","Mahal banget jangan beli disini kalau ngga bawa uang lebih. .rasanya juga ga begitu enak mending KFC atau angkringan"
"Mr icank","Ya","302","3","2 tahun lalu","Tidak","Makanan OK - Harga Diatas rata2 atau MAHAL.  dah itu aja.. ber 4 habis 400an. 😂 …"
"Erlina iik","Ya","20","4","2 tahun lalu","Tidak","Sambelnya pedes-pedes, ada beberapa pilihan lauk. Kalo laper malem-malem bisa jadi opsi. Petenya gede-gede."
"andreas dony s","Bukan","3","4","setahun lalu","Tidak","TANYAKAN DULU HARGA SEBELUMNYA.BIAR TIDAK KAGET PAS BAYAR DI KASIR.SOALNYA TIDAK ADA BUKU MENUNYA."
"Lamianto Anto","Ya","48","5","4 tahun lalu","Ya","Ikannya segar segar sambel mak nyoss Ada ayam,bebek,tahu tempe terong sangat terkenal banyak artis makan disitu juga mantap puoolll"
"Nyunyun Ssss","Bukan","2","1","8 tahun lalu","Tidak","Gila.... makan ber3 sama suami dan anak hbs hmpir 250rb 😲😲😲 Rasa biasa Harga luar binasa Habis makan jd kepikiran.. …"
"arifa fitria","Ya","63","1","5 tahun lalu","Tidak","Harga mahal,, ngak cocok sama rasanya,, tempat kurang bersih,, mending makan di restoran seafood terkenal untuk tempat, kebersihan harga dan rasanya terjamin"
"Rina Purwaningsih","Ya","135","1","Diedit 7 tahun lalu","Tidak","Harga tidak sebanding dengan menu dan fasilitas yang ditawarkan. Harga terlalu MAHAL, rasa biasa, tempat gak nyaman. Tidak pernah ingin datang lagi. Terimakasih"
"Titis Werdianti","Ya","87","3","7 tahun lalu","Tidak","Padin adalah salah satu tempat makan yang biasa dikunjungi oleh wisatawan dari luar surabaya dengan rasa yang cukup enak namun harganya mahal untuk ukuran penyetan di kota surabaya. Variasi makanan cukup banyak."
"Lyora Adiwinata","Ya","35","1","3 tahun lalu","Tidak","yang punya resto ga berkah nih, makan berdua aja hampir abis setengah juta.. gilee lu tau gitu gue makan di PTC"
"Hasrah Junaidi","Ya","31","5","3 tahun lalu","Tidak","Masakannya muantapp dan sambal yang aduhai..klo harga yaa gitulah krn kebanyakan artis yg makan di sini"
"Ratna ummu Alfath","Bukan","4","1","2 tahun lalu","Tidak","Harga super duper overprice... Suasana panas... Tempatnya juga kurang bersih dan banyak lalat..."
"Liena Hari P","Bukan","1","2","4 tahun lalu","Tidak","Makanannya enak , tp jadi B ajah .. pelayanan 👎🏿 Makan belum selesai uda di beresin 🤣🤣 ada2 aja pelayanan macam ni .. …"
"Wahyu Suryajaya","Ya","27","4","8 tahun lalu","Tidak","Bagi yang suka makanan pedas dan mau makan pagi ,siang ,sore malam atau dini hari ga usah bingung ,makan di sini buka 24 jam dng menu penyetan dan gorengan ikan ,tahu ,tempe ,udang ,lele dll Rasanya mantap dan nikmat"
"Udin Udines","Ya","109","1","6 tahun lalu","Tidak","Sangat mahal tidak rekom untuk kalangan bawah menengah...kalau rasa sih lumayan enak dan sambalnya pedas mantap untk hrg kurang rekom..."
"m zamroni","Bukan","3","5","setahun lalu","Ya","Cukup tau.... Monggo dilihat harganya..."
"Para Meshwa","Ya","73","5","7 tahun lalu","Tidak","Sambel korek pedes mantep, porsi nasi besar, ukuran gelas jumbo. Tapi sayang, pesenan minum lama datang, keburu kepedesan"
"Arindradita Primaloka","Ya","17","5","7 tahun lalu","Tidak","Sambel tomatnya joss,  g pelit bener bener disediain 1 piring tembikar sendiri. teh nya khas teh jawa timuran banget. Gurame bakarnya recomended"
"Joko Priyanto","Ya","42","5","5 tahun lalu","Ya","Menu seafood segar di surabaya bayak artis indonesia yang berkunjung di Padin"
"runica yuriko","Ya","41","5","4 tahun lalu","Ya","Pilihannya byk n puas makan di sini.. cucok."
"Sun","Ya","21","3","8 tahun lalu","Tidak","Lebih mahal dri tempat lain , bagi penimat kuliner budget terbatas  pikir2 lagi untuk makan disini , klo rasa tergolong enak"
"Muhammad Fauzi","Ya","235","5","4 tahun lalu","Tidak","Tempat yang cocok dikunjungi bersama rombongan anda, tersedia aneka seafood, ayam, bebek. Lingkungan nyaman dan tersedia banyak kursi. dan ada area tambahan di lantai 2"
"Christian","Ya","93","3","7 tahun lalu","Tidak","Harga kayaknya terlalu kemahalan tidak sesuai dengan kualitas .seekor gurami 80rb kayak beli di restoran yang ber AC dan tempatnya bersih"
"Hendriansyah Mochamad","Ya","675","4","2 tahun lalu","Ya","Pelayanan bagus cepat, ikan bakar mantap bumbunya, semua sambal woowww nendang, jangan coba2"
"Ooo Boys","Ya","17","1","9 tahun lalu","Tidak","Harganya seram..  Penyet seram …"
"Siens Harianto","Ya","344","4","9 tahun lalu","Tidak","Rumah makan aneka penyetan:  seafood, ayam,  bebek,  daging,  paru,  tempe,  tahu,  dll.  Buka 24 jam dengan harga yang relatif mahal."
"Nur Wahyuni","Ya","12","5","8 bulan lalu","Tidak","Suasana ramai malam hari, pelayanan ramah"
"Hendra Ayuni","Ya","17","1","7 tahun lalu","Tidak","Ikan 2 tempe 2 sambel 2 nasi 2 es kopyor 2 Ikan jg gak seger, digoreng ulang.. Tapi hargae bro sangat ngeri..total hampir 150.000 hehehe"
"Yanuar Pamungkas","Ya","98","5","4 tahun lalu","Tidak","Banyak pilihan menu untuk lauknya..ada ayam, telur, ikan, tahu, tempe, hati ampela, babat, pete, terong, dll..untuk sambelnya bisa milih tingkat kepedasannya"
"Didik Muryanto","Bukan","1","1","setahun lalu","Tidak","Tidak fair harga karena tidak ada list Siap siap aja waktu bayar"
"lif 's","Ya","67","5","3 tahun lalu","Tidak","Ikan bakar dan goreng dengan pilihan sambal beraneka ragam. Tingkat kepedasan bisa request. Selain ikan²an, ada pilihan bebek, udang, tahu, tempe, dll."
"Hendrik S","Ya","30","4","7 tahun lalu","Tidak","Masakan enak.... pilihan menu lumayan banyak.... suasana menyenangkan.... hanya yang di dalam ruangan ac nya kurang dingin.... kalo yang luar lesehan lumayanlah karena ac nya alami alias angin cepoi cepoi... 🤣🤣🤣🤣 …"
"Dani Mailandi","Bukan","1","1","6 tahun lalu","Tidak","Pelayanan sangat buruk,sampai selesai makanpun minuman belum di antar,untuk rasa yg biasa saja harganya termasuk mahal,benar2 kecewa,terutama pada pelayanan."
"Danar Yutono","Ya","24","1","setahun lalu","Tidak","menunya biasa saja, tapi harganya terlalu mahal. harga minumannya juga mahal."
"Wahyu Cruise","Ya","46","1","3 tahun lalu","Tidak","Mending makan di mall sekalian. Daripada disini.. Di mall dapet tempat bersih + adem.. Itupun harga masih dibawah warung ini.. Wkwkwkw. Warung jahanam.. Ajimumpung."
"Arif Faisal","Ya","149","1","8 tahun lalu","Tidak","kalau untuk kalangan menengah ke bawah mahal bangetttttt,,gk sesuai sma rasa nya,gk ada daftar harga ,,langsung maen total aj,,masakan nya biasa"" aj,,"
"Cheristia Apremiastanty","Bukan","8","1","4 tahun lalu","Tidak","Padahal pesen bebek tpi dikasih ayam kita komplain tpi kasirnya sewot gk ramah, pelayan kurang banget. Tolong ya kita beli disini ngga minta !!"
"Ivan Ghazyan Permana","Ya","70","1","7 tahun lalu","Tidak","Gila boss mahalnyaa rasa juga standar, kalo diturunin harganya bisa worth it. Dan kebersihannya bosss, kurang sekali."
"Rosita Men","Bukan","2","2","2 tahun lalu","Tidak","mahal gk masuk di akal esteh 3 39rb nadi 2 22 rb gurami 120"
"andi satiawan","Ya","65","5","8 tahun lalu","Tidak","Sambelnya manknyooooos... pilihan lauknya banyak dr pete sampe ikan dorang n paru limpa babat dr goreng sampe bakar (wlopun harganya terkadang agak emejing)"
"bachtiar redy","Ya","501","2","5 tahun lalu","Tidak","sbg pendatang, tmpt ini direkomendasikan oleh salahsatu foodvloger yg katanya kalau baru sampai turun kereta dari pasarturi mampirlah kesini, setelah saya buktikan ternyata betul😌😅 asli gw dr luarkota ga menyangka🙏😁 …"
"Ricardo Sinaga","Ya","32","1","6 tahun lalu","Tidak","Harga mahal.  Gurame kecil 75. Penjual seolah olah menutupi harga. JANGAN PERNAH KE SINI GUYS,  RASA GA ENAK HARGA GA JELAS,"
"Andri Arfianto","Ya","50","1","2 tahun lalu","Tidak","Depot artis, rasanya B saja.harganya di luar nurul untuk menu ikan ikanan"
"Ika Kurnia","Ya","407","3","6 tahun lalu","Tidak","tempat makan 24 jam, letaknya di dekat blauran atau sblm mal BG Junction.banyak pilihan makanan penyetan dan sambel koreknya sangat pedas banget"
"andy leonardo brughman","Ya","213","4","5 tahun lalu","Ya","Menunya komplit, sambalnya mantap n kalo makan diatas jam 23:00 yg beli cantik2"
"Susi Herawati","Ya","50","5","7 tahun lalu","Tidak","Favorit bnget kalau anda suka pedess(jangn lupa make sure sambalnnya ""pedes banget"". Aq favorit suka pencit pedes.. Itu membuat kita gak bisa ngomong, sangking pedesnya"
"nofi yanti","Bukan","5","5","10 bulan lalu","Ya","Sambal nya enak"
"Fahd Fahd","Ya","15","1","5 tahun lalu","Tidak","G enak larangg.. Mosok makan lele seporsi, trs bebek,  minum teh es 3 bji hbz 99rb.. Larang..  rasa SNI"
"Sujatmiko Pujitono","Ya","182","3","9 tahun lalu","Tidak","Warung bebek legendaris. Sejak aku kecil sudah ada. Sekarang makin besar dan jualan macem-macem. Tapi entah kenapa rasanya jauh lebih enak dulu."
"Welly Gunawan","Ya","17","1","2 tahun lalu","Tidak","Harganya kaga masuk akal... Untuk tempat seperti itu... Rasa juga B saja.. maapkeun review jujur saya..🙏🙏 …"
"GALIH NUGROHO","Ya","259","4","3 tahun lalu","Tidak","Bumbu meresap, sambel enak, tapi daging ikan laut nya sepertinya pas dapat yg udah kelamaan kena es"
"Ibrahim Khalil","Bukan","8","1","2 tahun lalu","Tidak","MAHAL... MAHALL... MAHALLLLL.... …"
"PITTER ENDRA","Bukan","2","4","2 tahun lalu","Tidak","Makanannya enak menunya variasi cuma suasana dan layanan krng maksimal tmpt nya agak panas krng comfort"
"Aerdie86 Mardotilah","Ya","4","1","8 tahun lalu","Tidak","Makan kesana puas si air teh nya cuma tenyata bayar  untuk ukuran warung harganya mahal tempat nya juga kurang nyaman Kebersihanya juga kurang terjaga"
"Annisa Kurnia","Bukan","8","5","4 tahun lalu","Tidak","Jujur makanannya enak, bebek, babat, ayam, sambelnyapun sedep semua. Cuman pertama kali kesini, pesen gurame juga dan kerasa bau lumpur:"")"
"R Kurniawan","Ya","38","1","8 tahun lalu","Tidak","Rasa pas pasan, bebek basi!! Harga yang mahal sekali untuk segelas es jeruk, overprice, ga pantes harga sama kualitas tempat dan makanan."
"Bryan Wicaksono","Ya","1075","4","7 tahun lalu","Ya","Rada mahal. Tapi rasanya enak dan 24 jam."
"Veronyc s","Bukan","1","3","6 tahun lalu","Tidak","Mahal dan gak ada price list. Ikan dihargai 90rb tanpa ada di timbang. Rasa ikannya enak"
"Surabaya Hebat","Bukan","1","1","setahun lalu","Tidak","Super duper mahal pelayan jelek tempat jeleeeek. Kecewaaaaa"
"Riris _ay33","Bukan","5","1","2 tahun lalu","Tidak","Sumpah mahal banget dan tidak enak,utk yg mau makan kesini mending jangan"
"MAMI VIRANDIO","Ya","51","2","Diedit setahun lalu","Tidak","Harga tidak tercantum, dan ternyata mahal untuk rasa makanan yg biasa aja."
"Nadhira Binjou","Ya","20","1","2 tahun lalu","Tidak","Kumuh, taste gak sesuai sama harga. Gak worth to buy. Berasa dirampok"
"Setia Hati","Bukan","2","1","3 tahun lalu","Tidak","Mending jangan beli disini.....harganya tidak banget masak minum es jeruk aja 50k..........😤😤😤🖕🖕🖕🖕🖕🖕👎👎👎👎👎👎👎👎👎👎rasanya gak enak bangettttttt …"
"Anis Nuryawati","Bukan","2","1","2 tahun lalu","Tidak","Menu,rasa dan harga tidak cocok/tidak sebanding Semoga selalu berkah usahanya"
"Galuh","Ya","32","4","8 tahun lalu","Tidak","Ikan sama udangnya seger banget. Sambelnya wajib coba semua tapi harganya, mungkin, sedikit mahal daei warung kebanyakan"
"Much Zain","Ya","16","3","4 tahun lalu","Tidak","harga muahall, rasanya malah banyak yg lebih enak di warung penyetan kaki lima dg harga yg jauh lebih murah"
"zya fatma","Ya","107","2","7 tahun lalu","Tidak","Harga makanan dengan rasa makanan yg didapat kurang dr ekspektasi.. mahal iya secara rasa makanan banyak yg lebih enak di PKL. Secara tempat jg bukan resto elit.."
"Difotoin Ancha","Ya","215","4","7 tahun lalu","Ya","bingung mau cari makan disurabaya tengah malam??? disini tempatnya. masakannya lumayan enak, yg penting bisa mengisi perut lapar"
"Ivan Arista","Ya","44","3","setahun lalu","Tidak","Nasi putih 1 porsi belasan ribu rupiah (Lupa pastinya)"
"Dea M","Ya","185","1","Diedit 5 tahun lalu","Tidak","Nggak kesini lagi dech...terlalu mahal untuk makan lalapan yang biasa2 aja.pas kesana penunggunya riwa riwi alias si mouse😵 …"
"Gacha Lover","Ya","53","3","7 tahun lalu","Tidak","Tempat aduh banyak lalat.. kurang bersih.. sambal mentahnya enak.. sayang harga selangit.. restoran aja kalah sama padin harganya."
"Awangwsnt Production","Ya","27","4","4 tahun lalu","Tidak","Rasa enak, buka 24 jam, tapi lumayan mahal ber 2 makan disini habis sekitar 260K"
"Okky Firmansyah","Bukan","3","1","setahun lalu","Tidak","SANGAT TIDAK WORTH IT,HARGA SETINGGI HARAPAN ORANG TUA."
"Dewi lestari","Ya","9","2","6 tahun lalu","Tidak","Makananya enak, tapi tarif sangat mahal. Jadi tidak bisa didatangin setiap hari seperti hal umum warung lainnya"
"Reyhan Rahadi","Ya","200","4","8 tahun lalu","Tidak","Sambelnya mantap.  Ramainya biasanya waltu malam tempat yg ber Ac udah bersih . Namun yang di luar masih agak kotor"
"ratih puspitorini","Bukan","10","2","7 tahun lalu","Tidak","Mahal pake bgt...es teh doang 6rb ato 8rb...pokoknya luar biasa...rasa lumayan...enaknya biasa aja..."
"Hadi Lumar","Ya","152","5","3 tahun lalu","Tidak","salah satu tempat makan paling favorit klo lg k Surabaya, pilihannya banyak dgn citarasa yg pas dilidah"
"Fatikatul Istikharoh","Bukan","4","1","setahun lalu","Tidak","Harga tidak masuk akal sama sekali,, tempat kumuh"
"Save Heart 1","Bukan","1","1","setahun lalu","Tidak","3 orang makan 400 ribu, Rasa B aja."
"Retno Andriyani","Bukan","6","1","5 tahun lalu","Tidak","Cukup sekali ke tempat ini,, pelayan ga ada ramah2nya,, rasa biasa aja dan harga selangit"
"Dhenbagus Bagus","Ya","281","5","3 tahun lalu","Tidak","enak, nyaman, dan tinggal pilih. itupun buka 24 jam dg aneka sambel yg cocok banget"
"Tedy","Ya","71","1","3 tahun lalu","Tidak","Rasa biasa aja, sekelas kaki lima, HARGA sekelas Restoran mewah, ora masuk akal harga nya,"
"MaxMaxMax MillianMuss","Ya","46","1","7 tahun lalu","Tidak","Seriously ada yang ngereview bintang 5? Pasti karyawannya sendiri itu. Not recommend at all trust me. Rasa tidak enak harga bintang 5 👎👎👎👎👎👎👎👎👎👎 …"
"Adi Prastyo","Bukan","1","1","7 tahun lalu","Tidak","kejebak makan di situ makanannya kurang enak rasanya harganya mahal tak kira harga kaki lima e ternyata tampilan kaki lima harga bintang lima jangan deh makan di situ bakal kecewa"
"Alifah Putri","Ya","78","3","9 tahun lalu","Tidak","Sambalnya cocok,tpi sayang buat cuci tangan/wastafel kurang bersih dan kran nya perlu diperbaiki"
"Deni Hertanto","Ya","43","4","8 tahun lalu","Tidak","Menu nya banyak pilihan dan di masak dadakan., tdk lupa dengan sambal extra pedas nya luar biasa mantap...,  patut dicoba... 👍👍👍 …"
"Ardianto Tan","Ya","949","2","8 tahun lalu","Tidak","Harga nya gk banget sie, rasa nya pas2an banget walau gk bisa di bilang gk enak, udah gitu pelayanan nya kurang banget"
"Javasarana","Bukan","12","1","Diedit 8 tahun lalu","Tidak","Sebelum makan berdoa dulu dan cek kebersihan peralatan makan sebelum dipakai bila masih kotor boleh minta ganti, ""gratis""."
"Rifqi Firmansyah","Ya","6","1","2 tahun lalu","Tidak","Harga makanan mahal banget gk masuk akal & rasa B aja."
"Michael Cristiano","Ya","103","1","6 tahun lalu","Tidak","Tempat nya sih mudah di jangkau di pinggir jalan blauran tempat nya kurang bersih harganya cukup mahal dan rasa nya juga kurang mantap ."
"Supra Edogawa","Bukan","1","1","6 tahun lalu","Tidak","Rasa biasa aja.menang di sambel doang.klo kesini dianjurkan yg bayar di kasir jangan punya riwayat penyakit jantung yg guys.."
"Handy hugoz","Ya","88","5","7 tahun lalu","Tidak","depot nya sangat strategis,  dekat bgjunction mall. makanan nya jg banyak, terutama ikan goreng, babat juga ada. hrga nya terjangkau, selera rakyat."
"Tikno majid","Ya","952","3","6 tahun lalu","Tidak","Sambelnya saya suka. Sayang ikan & lauk lainya diler terbuka, tdak dlm etalase. Debu dan lalat jalanan pada nempel."
"Rakhmat Nopliardy","Ya","440","5","8 tahun lalu","Ya","Makanan tradisional ikanbakar dengan sambel pedas dan sambel tomat"
"Arya Pradana Wicaksono","Ya","220","1","7 tahun lalu","Tidak","Nggak enak. Mahal pula. What a shame bisa2 nya artis2 ke sini. Yg lebih enak masih banyak. Tapi serius emang ga enak. :("
"Romy Bachtiyar","Ya","107","5","3 tahun lalu","Tidak","Tempatnya strategis gampang d cari,ramai,parkiran tertata, menu 👍👍👍bagi pencinta pedas …"
"Fery Fadhly","Ya","58","4","3 tahun lalu","Tidak","Biasa aja sih rasanya, cuman terkenal aja 24 jam, klo laper tengah malam bisa cus kesini"
"syahwan tabroni","Bukan","3","1","7 tahun lalu","Tidak","G bgt, rasa g sesuai sama harga, sangat2 mahal klo sekelas warung pinggiran, g bakal ngulang lg deh 👎👎👎👎👎👎👎 …"
"Herawati Susi","Bukan","3","5","7 tahun lalu","Tidak","Kalau kalian suka atau penikmat cabe..  Ini tempatnnya ( jngn lupaa korek pedes banget pakai mangga)  uhhhh paling toop"
"KRS Project","Ya","2","1","5 bulan lalu","Tidak","Tidak cocok untuk rakyat jelata"
"Muhammad Ismed Abdat","Ya","10","2","Diedit 3 tahun lalu","Tidak","Rasa B aja Ng ada pricelist Waktu bayar eh lah harga menggila …"
"yokha pratama","Ya","144","2","8 tahun lalu","Tidak","Mahallll, ga ada daftar harganya pula. Tinggal ambil aja begitu totalan kaget dah ngerti harga per itemnya"
"Chris Jeniard","Ya","43","3","7 tahun lalu","Tidak","Makanannya enak sih. Cuma agak mahal sama kurang bersih aja tempatnya"
